,BASHIR,DAMAR,DAX,DUKAT,EZRI,GARAK,JAKE,KEIKO,KIRA,MARTOK,NOG,ODO,O'BRIEN,QUARK,ROM,SISKO,WEYOUN,WINN,WORF,ZEK,lines,ep,season,title
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
DAX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,87,4,Rules of Engagement
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
KIRA,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,6,87,4,Rules of Engagement
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,14,87,4,Rules of Engagement
O'BRIEN,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,5,0,20,87,4,Rules of Engagement
QUARK,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,87,4,Rules of Engagement
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
SISKO,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,4,0,0,31,0,78,87,4,Rules of Engagement
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
WORF,0,0,0,0,0,0,0,0,6,0,0,2,5,1,0,31,0,0,0,0,40,87,4,Rules of Engagement
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,Rules of Engagement
BASHIR,0,0,0,0,0,0,0,3,1,0,0,0,60,0,0,0,0,0,0,0,38,88,4,Hard Time
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
DAX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,4,Hard Time
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
KEIKO,3,0,0,0,0,0,0,2,0,0,0,0,22,0,0,6,0,0,0,0,20,88,4,Hard Time
KIRA,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,88,4,Hard Time
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
ODO,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,88,4,Hard Time
O'BRIEN,60,0,1,0,0,0,8,22,9,0,0,1,4,8,0,19,0,0,8,0,137,88,4,Hard Time
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
SISKO,0,0,0,0,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,15,88,4,Hard Time
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
WORF,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,88,4,Hard Time
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,Hard Time
BASHIR,4,0,4,0,0,0,0,0,3,0,0,0,15,0,0,14,0,0,0,0,22,89,4,Shattered Mirror
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
DAX,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,9,89,4,Shattered Mirror
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,23,89,4,Shattered Mirror
JAKE,0,0,0,0,0,0,2,0,5,0,12,0,0,0,0,20,0,0,0,0,37,89,4,Shattered Mirror
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
KIRA,3,0,0,0,0,0,5,0,4,0,7,0,1,0,0,35,0,0,0,0,37,89,4,Shattered Mirror
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
NOG,0,0,0,0,0,0,12,0,7,0,2,0,0,0,0,2,0,0,0,0,15,89,4,Shattered Mirror
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
O'BRIEN,15,0,1,0,0,0,0,0,1,0,0,0,4,0,0,69,0,0,0,0,57,89,4,Shattered Mirror
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
SISKO,14,0,9,0,0,0,20,0,35,0,2,0,69,0,0,6,0,0,0,0,115,89,4,Shattered Mirror
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
WORF,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,89,4,Shattered Mirror
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,4,Shattered Mirror
BASHIR,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,8,0,0,0,0,9,90,4,The Muse
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
DAX,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,4,90,4,The Muse
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
JAKE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,57,90,4,The Muse
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
KIRA,2,0,2,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,7,90,4,The Muse
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
ODO,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,2,0,69,90,4,The Muse
O'BRIEN,3,0,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,5,90,4,The Muse
QUARK,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,90,4,The Muse
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
SISKO,8,0,0,0,0,0,32,0,6,0,0,0,0,0,0,2,0,0,0,0,31,90,4,The Muse
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
WORF,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,90,4,The Muse
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,4,The Muse
BASHIR,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,91,4,For The Cause
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
DAX,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,91,4,For The Cause
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
GARAK,13,0,0,0,0,2,0,0,6,0,0,0,0,21,0,0,0,0,0,0,41,91,4,For The Cause
JAKE,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,15,91,4,For The Cause
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
KIRA,0,0,0,0,0,6,0,0,0,0,0,1,0,2,0,3,0,0,0,0,8,91,4,For The Cause
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
ODO,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,28,0,0,2,0,24,91,4,For The Cause
O'BRIEN,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,7,0,0,9,0,17,91,4,For The Cause
QUARK,0,0,0,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,91,4,For The Cause
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
SISKO,0,0,1,0,0,0,22,0,3,0,0,28,7,0,0,6,0,0,9,0,90,91,4,For The Cause
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
WORF,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,9,0,0,0,0,11,91,4,For The Cause
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,4,For The Cause
BASHIR,0,0,4,0,0,0,0,0,3,0,0,1,4,0,0,2,0,0,2,0,8,92,4,To The Death
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
DAX,4,0,0,0,0,0,0,0,2,0,0,7,29,0,0,12,2,0,14,0,53,92,4,To The Death
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
KIRA,3,0,2,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,92,4,To The Death
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
ODO,1,0,7,0,0,0,0,0,0,0,0,2,4,1,0,8,13,0,6,0,24,92,4,To The Death
O'BRIEN,4,0,29,0,0,0,0,0,0,0,0,4,0,0,0,9,2,0,13,0,39,92,4,To The Death
QUARK,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,92,4,To The Death
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
SISKO,2,0,12,0,0,0,0,0,5,0,0,8,9,0,0,6,36,0,27,0,87,92,4,To The Death
WEYOUN,0,0,2,0,0,0,0,0,0,0,0,13,2,0,0,36,0,0,0,0,39,92,4,To The Death
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
WORF,2,0,14,0,0,0,0,0,0,0,0,6,13,0,0,27,0,0,0,0,40,92,4,To The Death
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,4,To The Death
BASHIR,12,0,41,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,103,93,4,The Quickening
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
DAX,41,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,48,93,4,The Quickening
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
KIRA,11,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,93,4,The Quickening
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
O'BRIEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
SISKO,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,93,4,The Quickening
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,The Quickening
BASHIR,0,0,1,0,0,0,0,0,0,0,0,0,6,8,1,3,0,0,0,0,10,94,4,Body Parts
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
DAX,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,94,4,Body Parts
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
GARAK,0,0,0,0,0,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,15,94,4,Body Parts
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
KEIKO,0,0,0,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,16,94,4,Body Parts
KIRA,0,0,0,0,0,0,0,20,0,0,0,0,15,0,0,0,0,0,0,0,23,94,4,Body Parts
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
ODO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,94,4,Body Parts
O'BRIEN,6,0,0,0,0,0,0,10,15,0,0,0,4,0,0,1,0,0,0,0,21,94,4,Body Parts
QUARK,8,0,0,0,0,25,0,0,0,0,0,1,0,8,111,5,0,0,0,0,128,94,4,Body Parts
ROM,1,0,1,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,58,94,4,Body Parts
SISKO,3,0,1,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,1,0,7,94,4,Body Parts
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
WORF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,94,4,Body Parts
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4,Body Parts
BASHIR,0,0,1,0,0,6,0,0,2,0,0,34,0,0,0,12,0,0,3,0,36,95,4,Broken Link
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
DAX,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,18,0,0,8,0,21,95,4,Broken Link
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
GARAK,6,0,0,0,0,2,0,0,0,0,0,15,0,0,0,15,0,0,10,0,34,95,4,Broken Link
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
KIRA,2,0,3,0,0,0,0,0,0,0,0,9,0,1,0,11,0,0,3,0,15,95,4,Broken Link
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
ODO,34,0,0,0,0,15,0,0,9,0,0,6,4,6,0,8,0,0,0,0,65,95,4,Broken Link
O'BRIEN,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,6,0,14,95,4,Broken Link
QUARK,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,4,95,4,Broken Link
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
SISKO,12,0,18,0,0,15,0,0,11,0,0,8,8,0,0,4,0,0,5,0,54,95,4,Broken Link
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
WORF,3,0,8,0,0,10,0,0,3,0,0,0,6,0,0,5,0,0,0,0,20,95,4,Broken Link
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,4,Broken Link
BASHIR,0,0,1,0,0,0,6,0,27,0,0,3,0,0,0,3,0,0,1,0,23,96,5,Apocalypse Rising
DAMAR,0,0,0,6,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,6,96,5,Apocalypse Rising
DAX,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,5,0,0,1,0,6,96,5,Apocalypse Rising
DUKAT,0,6,0,0,0,0,0,0,6,0,0,4,6,0,0,8,0,0,6,0,20,96,5,Apocalypse Rising
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
JAKE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,5,Apocalypse Rising
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
KIRA,27,0,4,6,0,0,0,0,4,0,0,1,9,0,0,7,0,0,5,0,34,96,5,Apocalypse Rising
MARTOK,0,0,0,0,0,0,0,0,0,4,0,8,15,0,0,10,0,0,5,0,31,96,5,Apocalypse Rising
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
ODO,3,2,0,4,0,0,0,0,1,8,0,2,6,0,0,32,0,0,15,0,43,96,5,Apocalypse Rising
O'BRIEN,0,4,1,6,0,0,0,0,9,15,0,6,0,0,0,10,0,0,19,0,35,96,5,Apocalypse Rising
QUARK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,96,5,Apocalypse Rising
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
SISKO,3,0,5,8,0,0,0,0,7,10,0,32,10,6,0,0,0,0,14,0,62,96,5,Apocalypse Rising
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
WORF,1,0,1,6,0,0,0,0,5,5,0,15,19,0,0,14,0,0,2,0,41,96,5,Apocalypse Rising
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,5,Apocalypse Rising
BASHIR,0,0,0,0,0,0,0,0,3,0,0,2,0,5,0,0,0,0,0,0,6,97,5,The Ship
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
DAX,0,0,2,0,0,0,0,0,0,0,0,0,23,0,0,51,0,0,17,0,54,97,5,The Ship
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
KEIKO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
KIRA,3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,4,97,5,The Ship
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
ODO,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,4,97,5,The Ship
O'BRIEN,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,26,0,72,97,5,The Ship
QUARK,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,97,5,The Ship
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
SISKO,0,0,51,0,0,0,0,0,0,0,0,0,45,0,0,4,0,0,14,0,96,97,5,The Ship
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
WINN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
WORF,0,0,17,0,0,0,0,0,0,0,0,0,26,0,0,14,0,0,0,0,31,97,5,The Ship
ZEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,5,The Ship
BASHIR,4,0,1,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,2,0,18,98,5,Looking for Par'Mach In All The Wrong Places
DAMAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
DAX,1,0,6,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,52,0,50,98,5,Looking for Par'Mach In All The Wrong Places
DUKAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
EZRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
GARAK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
JAKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
KEIKO,0,0,0,0,0,0,0,2,14,0,0,0,10,0,0,0,0,0,0,0,14,98,5,Looking for Par'Mach In All The Wrong Places
KIRA,0,0,0,0,0,0,0,14,0,0,0,18,39,0,0,0,0,0,0,0,36,98,5,Looking for Par'Mach In All The Wrong Places
MARTOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
NOG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
ODO,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,10,98,5,Looking for Par'Mach In All The Wrong Places
O'BRIEN,24,0,0,0,0,0,0,10,39,0,0,0,2,0,0,0,0,0,0,0,39,98,5,Looking for Par'Mach In All The Wrong Places
QUARK,2,0,20,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,30,0,56,98,5,Looking for Par'Mach In All The Wrong Places
ROM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
SISKO,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,5,Looking for Par'Mach In All The Wrong Places
WEYOUN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,5,Looking for Par'Mach In All The Wrong Places
